theta_global,theta_high,theta_med,theta_low
0.21863149275942495,0.22308278089750155,0.23292382720854377,0.024411815830035044
0.34242059616264314,0.35667145247617105,0.34480994557263445,0.0025759083711329733
0.38334981471892227,0.3643078832909129,0.5046973398915676,0.02776032017948582
0.2763331584300616,0.2951117031890603,0.24925323975996527,0.025042886576012058
0.527137183031431,0.544438731820525,0.5378342816143783,0.06385487424565972
0.4057702939536399,0.4112710861271849,0.42045836280740423,0.1850939382608826
0.5297650686642433,0.5606548640327352,0.47782778408198945,0.1644641455082544
0.13050619703965752,0.13355807168740386,0.13781017216641533,0.013567634217637625
0.36961533435602334,0.38568304226084493,0.2855492153595266,0.5505077740936173
0.3804395856394229,0.379010954414554,0.4211868504764391,0.1480360589726618
0.2936530284119341,0.3223263603129848,0.2304950373857011,0.051743327450811005
0.315368855694069,0.3273019306655156,0.3206534608537094,0.009447245348706224
0.4006154052981954,0.42641695211048114,0.35178517447869917,0.13090882724381225
0.57500302515557,0.5722218141546913,0.6601299565630361,0.08484946322107301
0.3515671069465494,0.3852411873024991,0.27575757874798223,0.07810706216560825
0.2739373540469054,0.26937353001993514,0.33157623792595803,0.0030626547609625687
0.35933808003550255,0.3748468303083945,0.32588762432994156,0.22387695322712597
0.2760271057729668,0.2649884209228821,0.35097781787919247,0.03995098559947241
0.30240770707480746,0.32441106885268456,0.2566446036155018,0.0991967352366202
0.36114552940972794,0.399676962671602,0.27835086597351477,0.02255874693750215
0.3539756324923719,0.33735985459689655,0.457503739647552,0.059025120085979155
0.4523234507433551,0.4809014378895119,0.42130675760943215,0.003619314007004437
0.39562514853801556,0.4591107923323262,0.22704701932160842,0.04686351142027401
0.454649825058492,0.46594679980273523,0.46892437557671873,0.10475666510219561
0.2585743130979634,0.27550415200197775,0.22868859638852757,0.06759721433282817
0.3818395530089872,0.43125165093046147,0.2583054635028904,0.060502904791842504
0.34847053435237957,0.37739330607117505,0.299218740401906,0.010474174977894601
0.26946713207998685,0.29230719361118696,0.2285295911769979,0.015842131628977962
0.3287535849802228,0.3339254212026572,0.35929894170803434,0.012468407115749813
0.3481841247714381,0.36338153995392886,0.3187448748488768,0.19372958154804598
0.27965794826850837,0.3094632637145327,0.20572296555282088,0.08205319566859415
0.6247263018556859,0.6527086056760819,0.6228047716359286,4.1828335108184955e-4
0.33836092795726236,0.35008708437330316,0.3142457217050524,0.22828887225214356
0.37598951513908224,0.39601190496986505,0.3534479438420518,0.06688700861344021
0.3261303266203079,0.3151881640686568,0.4007708415943235,0.08987434616270762
0.3738171949348271,0.42288751632058097,0.259418669981782,8.64262677551908e-4
0.2750689140023357,0.30696185823085265,0.18498992775541523,0.13491446017596942
0.43773293394120866,0.43056095692156504,0.49469663614257653,0.23060230606078058
0.405366345720769,0.448791120004832,0.3148030731673923,0.005927530736632325
0.46393833642785964,0.44914783518653045,0.5684947732615826,0.12076391181520874
0.5274704499192414,0.572627870881765,0.42342607291002,0.17624771821156748
0.42566588005790285,0.4401276392045903,0.4346692682526314,0.03802094680348511
0.23181841359277036,0.21597878264487202,0.3171023485132224,0.03781802782964472
0.23502007425085147,0.2519520701268163,0.20421498197554444,0.04997113953352783
0.29573612592050125,0.32161973771385943,0.2321472273387818,0.12011433754589784
0.4193032696973353,0.42601787941276903,0.45097247878798263,0.060602145395952656
0.3107518987969344,0.33272616891551654,0.2751431496011205,0.04218520595256481
0.6690928471868004,0.6965807056056633,0.6756680811756869,7.959826829552208e-4
0.35940553233276334,0.38658362690553405,0.31949135605597123,4.05436706704676e-4
0.4407395922802817,0.45035701034438513,0.4401326311976663,0.2258195728446769
0.3124929517116577,0.31645923697126976,0.34656385397122536,7.217484266239804e-4
0.34957185238264443,0.3668191828946419,0.33309024129360354,0.06422373227287637
0.35267823058377373,0.34893966017000055,0.4182016682393189,0.011762185060044117
0.3661624456416248,0.36642433660693596,0.41636988012551546,0.0337826788469312
0.3318877820122798,0.347796141140329,0.3147673668832449,0.0811641246944328
0.5401858769947161,0.5069823971513755,0.734766259216905,0.030756600816905344
0.4229171828385879,0.4528964098382604,0.3497413984096043,0.21641880859064155
0.28112815188131735,0.32436998768024994,0.17073930412288552,0.014746996867123774
0.46808958990070854,0.5362970696430606,0.24256885809343165,0.3820799126876506
0.40266222325530915,0.37818948721774437,0.5013891386395751,0.3177291748620602
0.4146747523566234,0.4533255984762665,0.32296746175742796,0.13131523245024568
0.5546505567891604,0.5529334898630478,0.6223744094193412,0.1534247889553354
0.3418740147222748,0.38573571907202253,0.22490384236194805,0.10417433187715619
0.5494384744325012,0.5748030785918995,0.4981990689627742,0.30533858320028573
0.37317003251712094,0.398669012366612,0.2992277501372652,0.2736131582979412
0.2895253433743823,0.29866988097145397,0.28719255422644396,0.09658713088914772
0.2513818669141877,0.251799527092894,0.2878242724798522,0.00494951512984354
0.2756195385602941,0.3124999593985148,0.1872728785154859,0.010701170043722619
0.2772965318930351,0.28351481417330726,0.25333326879803186,0.2915807802817314
0.39130978963283386,0.3894762135028925,0.4507215047970925,0.046776186800610686
0.41474174854089396,0.4144216460471497,0.4773585295362177,0.014928131641225195
0.6861606383887282,0.7296961739894698,0.572461177807898,0.4346193784851138
0.3855801333256028,0.3749333498542117,0.4799911997355206,0.014065385363573601
0.3122908525348011,0.3257024003109352,0.26939472841815715,0.2859666186543275
0.5068190918949936,0.5853097138082863,0.3093887478565637,0.004165688409714541
0.6241569884839612,0.6697712416191659,0.551128801853717,0.06088858591085433
0.3015122962625156,0.319834924373092,0.27857881990856337,0.03363965870720598
0.33658120259921653,0.3567832575694625,0.31542018580330533,0.014414438032153809
0.34276434666335825,0.3743869703117869,0.26409468312501116,0.13458479969919657
0.5630599317227791,0.5702027553840981,0.5312584890439438,0.6072634797320894
0.41487185087420786,0.46185785862811146,0.3069293948001359,0.047378551798434865
